Time,NO1_pos,NO1_neg,NO2_pos,NO2_neg,NO3_pos,NO3_neg,NO4_pos,NO4_neg,NO5_pos,NO5_neg
629,0,0,17,13,0,0,0,0,22,33
630,0,0,9,13,0,0,0,0,12,34
631,0,0,5,23,0,0,0,0,6,57
632,0,0,6,8,0,0,0,0,7,36
633,0,0,0,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0
635,0,0,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0
637,0,0,0,14,0,0,0,0,0,83
638,0,0,0,15,0,0,0,0,0,89
639,0,0,0,15,0,0,0,0,0,87
640,0,0,5,11,0,0,0,0,4,68
641,0,0,41,0,0,0,0,0,31,0
642,0,0,2,12,0,0,0,0,1,74
643,0,0,29,4,0,0,0,0,22,24
644,0,0,18,7,0,0,0,0,11,44
645,0,0,6,8,0,0,0,0,3,47
646,0,0,0,15,0,0,0,0,0,89
647,0,0,9,9,0,0,0,0,7,50
648,0,0,0,40,0,0,0,0,0,64
649,0,0,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0
653,0,0,10,20,0,0,0,0,13,49
654,0,0,11,8,0,0,0,0,15,19
655,0,0,5,29,0,0,0,0,7,71
656,0,0,3,29,0,0,0,0,4,71
657,0,0,0,0,0,0,0,0,0,0
658,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0,0,0
661,0,0,0,5,0,0,0,0,0,84
662,0,0,0,5,0,0,0,0,0,88
663,0,0,7,4,0,0,0,0,6,62
664,0,0,26,2,0,0,0,0,19,27
665,0,0,18,0,0,0,0,0,14,10
666,0,0,51,0,0,0,0,0,39,0
667,0,0,34,1,0,0,0,0,26,16
668,0,0,26,2,0,0,0,0,20,29
669,0,0,0,3,0,0,0,0,0,53
670,0,0,40,1,0,0,0,0,26,12
671,0,0,10,4,0,0,0,0,8,64
672,0,0,1,22,0,0,0,0,2,34
673,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0
677,0,0,23,7,0,0,0,0,37,15
678,0,0,42,1,0,0,0,0,57,2
679,0,0,0,20,0,0,0,0,0,45
680,0,0,4,25,0,0,0,0,5,62
681,0,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0,0,0,0
685,0,0,12,2,0,0,0,0,8,32
686,0,0,0,5,0,0,0,0,0,90
687,0,0,1,4,0,0,0,0,1,78
688,0,0,38,1,0,0,0,0,25,11
689,0,0,60,0,0,0,0,0,40,0
690,0,0,40,3,0,0,0,0,27,21
691,0,0,39,1,0,0,0,0,26,6
692,0,0,14,6,0,0,0,0,9,35
693,0,0,1,11,0,0,0,0,1,62
694,0,0,0,12,0,0,0,0,0,74
695,0,0,0,15,0,0,0,0,0,85
696,0,0,52,3,0,0,0,0,13,1
697,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0
703,0,0,30,7,0,0,0,0,4,3
704,0,0,35,21,0,0,0,0,9,9
705,0,0,6,47,0,0,0,0,2,19
706,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0
712,0,0,65,0,0,0,0,0,18,0
713,0,0,10,30,0,0,0,0,3,12
714,0,0,4,49,0,0,0,0,1,20
715,0,0,13,46,0,0,0,0,3,19
716,0,0,2,49,0,0,0,0,1,20
717,0,0,0,73,0,0,0,0,0,30
718,0,0,3,41,0,0,0,0,1,17
719,0,0,0,74,0,0,0,0,0,30
720,0,0,0,79,0,0,0,0,0,17
721,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0
727,0,0,14,28,0,0,0,0,6,8
728,0,0,0,55,0,0,0,0,0,22
729,0,0,19,38,0,0,0,0,8,16
730,0,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0,0,0,0
736,0,0,32,22,0,0,0,0,13,6
737,0,0,1,68,0,0,0,0,1,28
738,0,0,0,71,0,0,0,0,0,29
739,0,0,25,27,0,0,0,0,10,11
740,0,0,19,29,0,0,0,0,8,12
741,0,0,12,29,0,0,0,0,5,12
742,0,0,0,63,0,0,0,0,0,25
743,0,0,2,47,0,0,0,0,1,20
744,0,0,5,54,0,0,0,0,0,27
745,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0
749,0,0,18,33,0,0,0,0,4,18
750,0,0,51,38,0,0,0,0,11,22
751,0,0,55,13,0,0,0,0,13,7
752,0,0,5,29,0,0,0,0,1,16
753,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0,0
757,0,0,0,55,0,0,0,0,0,22
758,0,0,0,59,0,0,0,0,0,24
759,0,0,0,58,0,0,0,0,0,24
760,0,0,3,55,0,0,0,0,1,22
761,0,0,44,0,0,0,0,0,10,0
762,0,0,11,36,0,0,0,0,3,14
763,0,0,20,19,0,0,0,0,5,8
764,0,0,30,33,0,0,0,0,8,13
765,0,0,4,40,0,0,0,0,1,16
766,0,0,1,51,0,0,0,0,0,20
767,0,0,31,29,0,0,0,0,8,12
768,0,0,15,20,0,0,0,0,1,9
769,0,0,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0
773,0,0,76,7,0,0,0,0,10,4
774,0,0,23,61,0,0,0,0,5,34
775,0,0,31,39,0,0,0,0,7,22
776,0,0,15,61,0,0,0,0,3,34
777,0,0,0,1,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0
781,0,0,32,30,0,0,0,0,8,12
782,0,0,14,23,0,0,0,0,3,9
783,0,0,41,15,0,0,0,0,10,6
784,0,0,28,3,0,0,0,0,7,1
785,0,0,31,2,0,0,0,0,7,1
786,0,0,15,10,0,0,0,0,3,4
787,0,0,14,44,0,0,0,0,3,18
788,0,0,8,26,0,0,0,0,2,10
789,0,0,51,4,0,0,0,0,13,2
790,0,0,19,43,0,0,0,0,4,17
791,0,0,0,69,0,0,0,0,0,28
792,0,0,8,50,0,0,0,0,1,25
793,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0
797,0,0,16,43,0,0,0,0,3,24
798,0,0,0,63,0,0,0,0,0,35
799,0,0,0,78,0,0,0,0,0,44
800,0,0,0,83,0,0,0,0,0,46
801,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0,0
805,0,0,0,73,0,0,0,0,0,29
806,0,0,0,73,0,0,0,0,0,30
807,0,0,0,74,0,0,0,0,0,30
808,0,0,10,55,0,0,0,0,2,22
809,0,0,1,33,0,0,0,0,0,11
810,0,0,51,15,0,0,0,0,12,0
811,0,0,50,7,0,0,0,0,12,3
812,0,0,4,35,0,0,0,0,1,14
813,0,0,0,50,0,0,0,0,0,20
814,0,0,6,43,0,0,0,0,2,17
815,0,0,0,63,0,0,0,0,0,25
816,0,0,3,50,0,0,0,0,0,25
817,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0
821,0,0,53,4,0,0,0,0,12,2
822,0,0,88,0,0,0,0,0,19,0
823,0,0,46,32,0,0,0,0,10,18
824,0,0,36,4,0,0,0,0,8,2
825,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0
829,0,0,4,32,0,0,0,0,1,13
830,0,0,9,20,0,0,0,0,2,8
831,0,0,0,69,0,0,0,0,0,28
832,0,0,0,75,0,0,0,0,0,30
833,0,0,0,74,0,0,0,0,0,30
834,0,0,0,65,0,0,0,0,0,26
835,0,0,0,75,0,0,0,0,0,30
836,0,0,0,75,0,0,0,0,0,30
837,0,0,0,71,0,0,0,0,0,28
838,0,0,0,75,0,0,0,0,0,30
839,0,0,0,66,0,0,0,0,0,27
840,0,0,0,70,0,0,0,0,0,35
841,0,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0
845,0,0,27,29,0,0,0,0,6,14
846,0,0,0,86,0,0,0,0,0,48
847,0,0,0,90,0,0,0,0,0,50
848,0,0,0,81,0,0,0,0,0,46
849,0,0,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0
851,0,0,0,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0,0,0,0
853,0,0,0,45,0,0,0,0,0,18
854,0,0,0,57,0,0,0,0,0,23
855,0,0,0,72,0,0,0,0,0,29
856,0,0,17,49,0,0,0,0,4,20
857,0,0,5,31,0,0,0,0,1,13
858,0,0,44,18,0,0,0,0,10,7
859,0,0,0,67,0,0,0,0,0,27
860,0,0,0,74,0,0,0,0,0,30
861,0,0,69,2,0,0,0,0,17,1
862,0,0,37,36,0,0,0,0,9,14
863,0,0,0,68,0,0,0,0,0,27
864,0,0,0,41,0,0,0,0,0,44
865,0,0,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0
868,0,0,0,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0,0,0,0
870,0,0,0,0,0,0,0,0,0,0
871,0,0,0,42,0,0,0,0,0,46
872,0,0,38,8,0,0,0,0,9,8
873,0,0,15,20,0,0,0,0,4,21
874,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0,0,0
876,0,0,0,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0
879,0,0,0,0,0,0,0,0,0,0
880,0,0,26,22,0,0,0,0,10,16
881,0,0,41,4,0,0,0,0,16,3
882,0,0,0,54,0,0,0,0,0,40
883,0,0,0,53,0,0,0,0,0,40
884,0,0,0,53,0,0,0,0,0,39
885,0,0,1,53,0,0,0,0,1,40
886,0,0,33,16,0,0,0,0,14,12
887,0,0,0,60,0,0,0,0,0,44
888,0,0,0,49,0,0,0,0,0,52
889,0,0,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0,0,0
893,0,0,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0,0,0
895,0,0,13,5,0,0,0,0,3,8
896,0,0,84,0,0,0,0,0,19,0
897,0,0,53,1,0,0,0,0,14,1
898,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0
902,0,0,0,0,0,0,0,0,0,0
903,0,0,0,0,0,0,0,0,0,0
904,0,0,16,23,0,0,0,0,6,17
905,0,0,23,3,0,0,0,0,10,2
906,0,0,0,58,0,0,0,0,0,43
907,0,0,0,58,0,0,0,0,0,43
908,0,0,2,49,0,0,0,0,1,36
909,0,0,31,10,0,0,0,0,9,7
910,0,0,9,29,0,0,0,0,2,23
911,0,0,0,45,0,0,0,0,0,39
912,0,0,1,57,0,0,0,0,0,0
913,0,0,0,1,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0
917,0,0,52,23,0,0,0,0,0,0
918,0,0,0,98,0,0,0,0,0,0
919,0,0,3,56,0,0,0,0,0,0
920,0,0,0,131,0,0,0,0,0,0
921,0,0,0,1,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0,0,0
925,0,0,0,94,0,0,0,0,0,5
926,0,0,0,82,0,0,0,0,0,4
927,0,0,0,98,0,0,0,0,0,5
928,0,0,11,69,0,0,0,0,0,4
929,0,0,45,0,0,0,0,0,0,0
930,0,0,8,41,0,0,0,0,0,2
931,0,0,0,100,0,0,0,0,0,5
932,0,0,0,100,0,0,0,0,0,5
933,0,0,0,100,0,0,0,0,0,5
934,0,0,0,100,0,0,0,0,0,5
935,0,0,0,82,0,0,0,0,0,4
936,0,0,0,102,0,0,0,0,0,0
937,0,0,0,1,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0
941,0,0,0,117,0,0,0,0,0,0
942,0,0,50,61,0,0,0,0,0,0
943,0,0,3,106,0,0,0,0,0,0
944,0,0,37,22,0,0,0,0,0,0
945,0,0,0,1,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0,0,0
949,0,0,38,0,0,0,0,0,0,0
950,0,0,25,26,0,0,0,0,0,1
951,0,0,43,43,0,0,0,0,0,2
952,0,0,79,3,0,0,0,0,0,0
953,0,0,79,3,0,0,0,0,0,0
954,0,0,69,0,0,0,0,0,0,0
955,0,0,59,34,0,0,0,0,0,2
956,0,0,13,60,0,0,0,0,0,3
957,0,0,3,68,0,0,0,0,0,4
958,0,0,0,100,0,0,0,0,0,5
959,0,0,40,23,0,0,0,0,0,1
960,0,0,104,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0
965,0,0,123,0,0,0,0,0,0,0
966,0,0,87,3,0,0,0,0,0,0
967,0,0,109,0,0,0,0,0,0,0
968,0,0,116,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0
973,0,0,0,96,0,0,0,0,0,5
974,0,0,1,36,0,0,0,0,0,1
975,0,0,9,42,0,0,0,0,0,3
976,0,0,50,35,0,0,0,0,0,2
977,0,0,37,20,0,0,0,0,0,1
978,0,0,9,64,0,0,0,0,0,3
979,0,0,0,80,0,0,0,0,0,4
980,0,0,0,100,0,0,0,0,0,5
981,0,0,46,17,0,0,0,0,0,1
982,0,0,33,46,0,0,0,0,0,2
983,0,0,28,57,0,0,0,0,0,3
984,0,0,0,104,0,0,0,0,0,0
985,0,0,0,1,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,0,0,0,0
989,0,0,0,134,0,0,0,0,0,0
990,0,0,0,140,0,0,0,0,0,0
991,0,0,0,140,0,0,0,0,0,0
992,0,0,3,69,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0,0,0
994,0,0,0,0,0,0,0,0,0,0
995,0,0,0,0,0,0,0,0,0,0
996,0,0,0,0,0,0,0,0,0,0
997,0,0,27,36,0,0,0,0,0,2
998,0,0,0,100,0,0,0,0,0,5
999,0,0,4,69,0,0,0,0,0,4
1000,0,0,26,56,0,0,0,0,0,3
1001,0,0,26,28,0,0,0,0,0,1
1002,0,0,2,74,0,0,0,0,0,4
1003,0,0,0,99,0,0,0,0,0,5
1004,0,0,17,52,0,0,0,0,0,3
1005,0,0,21,34,0,0,0,0,0,2
1006,0,0,1,75,0,0,0,0,0,3
1007,0,0,22,49,0,0,0,0,0,2
1008,0,0,47,38,0,0,0,0,0,0
1009,0,0,0,1,0,0,0,0,0,0
1010,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0,0
1012,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,93,0,0,0,0,0,0
1014,0,0,52,68,0,0,0,0,0,0
1015,0,0,58,15,0,0,0,0,0,0
1016,0,0,70,1,0,0,0,0,0,0
1017,0,0,1,0,0,0,0,0,0,0
1018,0,0,0,0,0,0,0,0,0,0
1019,0,0,0,0,0,0,0,0,0,0
1020,0,0,0,0,0,0,0,0,0,0
1021,0,0,0,87,0,0,0,0,0,5
1022,0,0,0,99,0,0,0,0,0,5
1023,0,0,0,97,0,0,0,0,0,5
1024,0,0,16,51,0,0,0,0,0,2
1025,0,0,4,82,0,0,0,0,0,4
1026,0,0,45,9,0,0,0,0,0,0
1027,0,0,36,43,0,0,0,0,0,2
1028,0,0,11,55,0,0,0,0,0,3
1029,0,0,5,55,0,0,0,0,0,3
1030,0,0,12,55,0,0,0,0,0,3
1031,0,0,10,47,0,0,0,0,0,3
1032,0,0,14,8,0,0,0,0,21,33
1033,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,27,0,0,0,0,0,44
1040,0,0,0,39,0,0,0,0,0,65
1041,0,0,3,29,0,0,0,0,2,49
1042,0,0,0,0,0,0,0,0,0,0
1043,0,0,0,0,0,0,0,0,0,0
1044,0,0,0,0,0,0,0,0,0,0
1045,0,0,0,0,0,0,0,0,0,0
1046,0,0,0,0,0,0,0,0,0,0
1047,0,0,0,0,0,0,0,0,0,0
1048,0,0,27,5,0,0,0,0,23,4
1049,0,0,1,50,0,0,0,0,0,38
1050,0,0,1,50,0,0,0,0,1,38
1051,0,0,0,54,0,0,0,0,0,40
1052,0,0,25,25,0,0,0,0,21,18
1053,0,0,0,41,0,0,0,0,0,31
1054,0,0,10,27,0,0,0,0,8,21
1055,0,0,0,57,0,0,0,0,0,37
1056,0,0,0,20,0,0,0,0,0,83
1057,0,0,0,0,0,0,0,0,0,0
1058,0,0,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0
1063,0,0,17,2,0,0,0,0,15,3
1064,0,0,29,7,0,0,0,0,24,13
1065,0,0,40,0,0,0,0,0,33,0
1066,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0,0,0
1068,0,0,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,0,0,0,0
1070,0,0,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,0,0,0,0,0
1072,0,0,38,0,0,0,0,0,31,0
1073,0,0,48,0,0,0,0,0,40,0
1074,0,0,2,28,0,0,0,0,2,21
1075,0,0,0,33,0,0,0,0,0,25
1076,0,0,8,31,0,0,0,0,7,25
1077,0,0,0,44,0,0,0,0,0,33
1078,0,0,0,43,0,0,0,0,0,32
1079,0,0,0,57,0,0,0,0,0,43
1080,0,0,10,15,0,0,0,0,11,16
1081,0,0,0,0,0,0,0,0,0,0
1082,0,0,0,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0
1085,0,0,55,7,0,0,0,0,34,9
1086,0,0,13,26,0,0,0,0,8,35
1087,0,0,0,60,0,0,0,0,0,77
1088,0,0,0,52,0,0,0,0,0,68
1089,0,0,0,0,0,0,0,0,0,0
1090,0,0,0,0,0,0,0,0,0,0
1091,0,0,0,0,0,0,0,0,0,0
1092,0,0,0,0,0,0,0,0,0,0
1093,0,0,8,12,0,0,0,0,10,24
1094,0,0,14,7,0,0,0,0,15,14
1095,0,0,4,20,0,0,0,0,5,39
1096,0,0,19,16,0,0,0,0,21,32
1097,0,0,24,2,0,0,0,0,27,4
1098,0,0,13,22,0,0,0,0,15,44
1099,0,0,0,35,0,0,0,0,0,67
1100,0,0,0,32,0,0,0,0,0,64
1101,0,0,4,30,0,0,0,0,5,58
1102,0,0,18,16,0,0,0,0,20,32
1103,0,0,0,29,0,0,0,0,0,58
1104,0,0,29,9,0,0,0,0,32,10
1105,0,0,0,0,0,0,0,0,0,0
1106,0,0,0,0,0,0,0,0,0,0
1107,0,0,0,0,0,0,0,0,0,0
1108,0,0,0,0,0,0,0,0,0,0
1109,0,0,70,0,0,0,0,0,43,0
1110,0,0,68,8,0,0,0,0,41,11
1111,0,0,7,51,0,0,0,0,4,67
1112,0,0,0,59,0,0,0,0,0,79
1113,0,0,0,0,0,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,0
1116,0,0,0,0,0,0,0,0,0,0
1117,0,0,46,0,0,0,0,0,50,0
1118,0,0,27,4,0,0,0,0,37,7
1119,0,0,0,29,0,0,0,0,0,57
1120,0,0,0,21,0,0,0,0,0,38
1121,0,0,4,21,0,0,0,0,5,42
1122,0,0,18,13,0,0,0,0,19,26
1123,0,0,22,14,0,0,0,0,24,29
1124,0,0,4,22,0,0,0,0,4,42
1125,0,0,0,33,0,0,0,0,0,67
1126,0,0,0,34,0,0,0,0,0,67
1127,0,0,12,16,0,0,0,0,13,32
1128,0,0,36,3,0,0,0,0,40,3
1129,0,0,0,0,0,0,0,0,0,0
1130,0,0,0,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0,0,0,0
1132,0,0,0,0,0,0,0,0,0,0
1133,0,0,0,50,0,0,0,0,0,59
1134,0,0,30,27,0,0,0,0,19,38
1135,0,0,68,0,0,0,0,0,42,0
1136,0,0,17,6,0,0,0,0,10,8
1137,0,0,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0,0,0,0
1139,0,0,0,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0,0,0,0
1141,0,0,12,6,0,0,0,0,13,12
1142,0,0,0,30,0,0,0,0,0,60
1143,0,0,20,9,0,0,0,0,37,17
1144,0,0,15,11,0,0,0,0,28,22
1145,0,0,11,9,0,0,0,0,20,18
1146,0,0,1,16,0,0,0,0,3,32
1147,0,0,0,34,0,0,0,0,0,64
1148,0,0,0,35,0,0,0,0,0,67
1149,0,0,0,35,0,0,0,0,0,67
1150,0,0,0,35,0,0,0,0,0,69
1151,0,0,11,21,0,0,0,0,13,42
1152,0,0,20,15,0,0,0,0,23,17
1153,0,0,0,0,0,0,0,0,0,0
1154,0,0,0,0,0,0,0,0,0,0
1155,0,0,0,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0,0,0
1157,0,0,7,28,0,0,0,0,4,38
1158,0,0,29,6,0,0,0,0,18,9
1159,0,0,38,13,0,0,0,0,24,17
1160,0,0,9,45,0,0,0,0,6,59
1161,0,0,0,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0,0,0,0
1163,0,0,0,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0,0,0,0
1165,0,0,37,0,0,0,0,0,41,0
1166,0,0,25,2,0,0,0,0,28,5
1167,0,0,0,33,0,0,0,0,0,65
1168,0,0,17,17,0,0,0,0,19,33
1169,0,0,50,0,0,0,0,0,54,0
1170,0,0,7,24,0,0,0,0,7,47
1171,0,0,1,25,0,0,0,0,1,50
1172,0,0,17,17,0,0,0,0,19,35
1173,0,0,0,31,0,0,0,0,0,61
1174,0,0,21,13,0,0,0,0,23,26
1175,0,0,37,1,0,0,0,0,41,3
1176,0,0,7,3,0,0,0,0,8,4
1177,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0,0,0,0
1179,0,0,0,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0,0,0,0
1181,0,0,1,31,0,0,0,0,1,43
1182,0,0,76,0,0,0,0,0,46,0
1183,0,0,89,0,0,0,0,0,54,0
1184,0,0,12,3,0,0,0,0,7,4
1185,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0,0,0,0
1189,0,0,0,14,0,0,0,0,0,27
1190,0,0,2,21,0,0,0,0,2,42
1191,0,0,0,32,0,0,0,0,0,62
1192,0,0,36,0,0,0,0,0,40,0
1193,0,0,49,0,0,0,0,0,55,0
1194,0,0,30,11,0,0,0,0,33,22
1195,0,0,10,23,0,0,0,0,11,42
1196,0,0,0,35,0,0,0,0,0,68
1197,0,0,0,35,0,0,0,0,0,70
1198,0,0,0,35,0,0,0,0,0,69
1199,0,0,0,25,0,0,0,0,0,62
1200,0,0,0,45,0,0,0,0,1,22
1201,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0,0,0
1207,0,0,0,47,0,0,0,0,0,27
1208,0,0,19,27,0,0,0,0,10,16
1209,0,0,20,33,0,0,0,0,10,25
1210,0,0,0,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0,0,0,0
1213,0,0,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0,0,0,0
1216,0,0,6,46,0,0,0,0,0,15
1217,0,0,54,0,0,0,0,0,0,0
1218,0,0,7,59,0,0,0,0,0,18
1219,0,0,0,75,0,0,0,0,0,23
1220,0,0,0,79,0,0,0,0,0,24
1221,0,0,0,58,0,0,0,0,0,21
1222,0,0,33,18,0,0,0,0,0,7
1223,0,0,0,68,0,0,0,0,0,21
1224,0,0,0,66,0,0,0,0,0,34
1225,0,0,0,0,0,0,0,0,0,0
1226,0,0,0,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0,0,0,0
1231,0,0,0,31,0,0,0,0,0,42
1232,0,0,37,13,0,0,0,0,18,10
1233,0,0,60,0,0,0,0,0,29,0
1234,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0,0,0,0
1236,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0
1240,0,0,46,12,0,0,0,0,0,4
1241,0,0,57,9,0,0,0,0,0,3
1242,0,0,22,39,0,0,0,0,0,12
1243,0,0,24,41,0,0,0,0,0,13
1244,0,0,0,70,0,0,0,0,0,22
1245,0,0,49,23,0,0,0,0,0,7
1246,0,0,56,5,0,0,0,0,0,1
1247,0,0,27,29,0,0,0,0,0,9
1248,0,0,22,30,0,0,0,0,11,14
1249,0,0,0,0,0,0,0,0,0,0
